Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
Phonics attainment for children aged 5 to 7 by ethnicity and gender,27330731dd586504cd2e6b67cb3023739237c774,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainment for children aged 5 to 7 by ethnicity, gender and area",f1312d58bd70f170785ce0152c9579a8e3e441ee,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainment for children aged 5 to 7 by ethnicity, gender and eligibility for free school meals (FSM)",12d005840e47017a1c83dc73c3bda033350e877b,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity,78cd93c23cffe3cc3d2d47c5e22d365725a1d161,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity,f5ea66ccec5e407b1a1a82571f1813dca9e0242e,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and area,7a75aeefcece2fd2be4555f13aafa352c3a1f957,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and area,514759efb97c29bd82337b1fee22b8343c0f2be9,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and free school meals (FSM),d0b589b7a0f8a45b64cb8f15ebf3f3a40fd02053,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and free school meals (FSM),76641062dcd0f1ca0bdd8f4ba87b706f6d991cc5,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and gender,e2606508290885fe2a3074d277d9ffcf1824f8da,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Phonics attainments for children aged 5 to 7 by ethnicity and gender,7e1e772ae1ab4050856347e13b0d0ccdcc67749b,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainments for children aged 5 to 7 by ethnicity, gender and area",2b29934f2483cbb301ed9a85ea4b2171d2aa9b0d,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainments for children aged 5 to 7 by ethnicity, gender and area",8102a2fc5ab1d8a5b82ed96f3f24305aab648226,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainments for children aged 5 to 7 by ethnicity, gender and free school meals (FSM)",bf6de84110ff2c26a118821e906a609005330d4c,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
"Phonics attainments for children aged 5 to 7 by ethnicity, gender and free school meals (FSM)",21b7370f26abb6b354fe508194e5c1cccf7e36d7,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Phonics attainments for children aged 5 to 7 (key stage 1)
Reading attainment for children aged 5 to 7 by ethnicity,78651e336db031ec7b9daace9aaea694b81bc42e,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainment for children aged 5 to 7 by ethnicity and area,47e9103f3c62f49c187b4a207b39a0a77153e7e3,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainment for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM),8f836a2605f4760f36bd1d1fe75949ef672835f1,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainment for children aged 5 to 7 by ethnicity and gender,6827a2b359f066db8af17b488619c92bf10d33e3,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
"Reading attainment for children aged 5 to 7 by ethnicity, gender and area",5a8a43a4c1994bd16c97f7f4c56ba7d60580e4a3,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
"Reading attainment for children aged 5 to 7 by ethnicity, gender and area",9b6b287875db491fad3d45689cc5dc44718a7e55,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
"Reading attainment for children aged 5 to 7 by ethnicity, gender and eligibility for free school meals (FSM)",cc0baf5aa874d8bb2d5a03ee907e86e7281d5ea0,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
"Reading attainment for children aged 5 to 7 by ethnicity, gender, and eligibility for free school meals (FSM)",ee598b26e26f45a49c862b13b53114527095f944,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainments for children aged 5 to 7 by ethnicity,336756d5ea07cb72cdfb5ea79542235fcca2a97a,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainments for children aged 5 to 7 by ethnicity and area,1b039164225bb913bbb2ca0d95be3d464bde47cb,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainments for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM),676c98af51b7764b04660bd9e7500183d3e9c1c8,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Reading attainments for children aged 5 to 7 by ethnicity and gender,2fe7914222b2e8291fd00e5dc52401b890ca27ca,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Reading attainments for children aged 5 to 7 (key stage 1)
Writing attainment for children aged 5 to 7 by ethnicity,c3eb7b7dda0bcfa3fc04d6552edb8ef715d3e4af,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainment for children aged 5 to 7 by ethnicity and area,e1cda64250cfd01ee9381ad9abad07a5d75f1259,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainment for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM),684a7536c02f82c6a32f4cc86f2b0ab91af91b86,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainment for children aged 5 to 7 by ethnicity and gender,93f2c6724731c7d626313b30aeafbb28f0a315f8,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainment for children aged 5 to 7 by ethnicity, gender and area",6b2a9a6daf382b8df68b2fe08a658e315d11eace,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainment for children aged 5 to 7 by ethnicity, gender and eligibility for free school meals (FSM)",259bab988ab836abe0134259f1c5cc5307165007,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity,ad045800dff20f4e0868052c1da7004b973caad9,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity,0abd1ae0400d51077ee9587d51b3f37efad58a1d,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and area,f13de639cfe003bfff9d6d6bffdfb5f8e9c76096,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and area,c7bd7a888398202719f7c88ede888d511e901011,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and free school meals (FSM),f8eeb2a1a6da80ed289778717440db8368c0c38a,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and free school meals (FSM),56fee72cf8ae895eb5e531a04dd02edff982c461,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and gender,930189153e7145798cb85170a658fd8e4e148272,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Writing attainments for children aged 5 to 7 by ethnicity and gender,423711989610f77fd7bcdaa8d9a2de694f8e5e88,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainments for children aged 5 to 7 by ethnicity, area and gender",cc71069479e2e7be7a2d52b891254219db2054fd,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainments for children aged 5 to 7 by ethnicity, area and gender",e08b3c9412d0aed39851ac17a1665889c056084a,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainments for children aged 5 to 7 by ethnicity, free school meals (FSM) and gender",20ffa7766e7c970049e1fc0ac6168af4c04b9a09,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
"Writing attainments for children aged 5 to 7 by ethnicity, free school meals (FSM) and gender",d1e1e998234bd6028c18b757c633f068f6c9eb41,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Writing attainments for children aged 5 to 7 (key stage 1)
Mathematics attainment for children aged 5 to 7 by ethnicity,81452d45ae3cf94624ae4a3bdad4e20ca976df88,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainment for children aged 5 to 7 by ethnicity and area,8a084b278df52969a641737713977c14ec2537ff,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainment for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM),2542d13e57f9d2b5075501d3d49274c30cd91629,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainment for children aged 5 to 7 by ethnicity and gender,8da758a90af5ad730265f59b61a46c25cb0bbc16,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
"Mathematics attainment for children aged 5 to 7 by ethnicity, area and gender",7cab702b3b286e8a716798c9635ac36221544346,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainments for children aged 5 to 7 by ethnicity,e10b3b4de4f8987782ec9b7f2d54dda722cfbcbd,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainments for children aged 5 to 7 by ethnicity and area,c102766e07a10db6ff7309483c5dc5c879da464c,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainments for children aged 5 to 7 by ethnicity and eligibility for free school meals (FSM),ed6b9c860b8ee063b5cbad9817b117c15c2dbf1a,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Mathematics attainments for children aged 5 to 7 by ethnicity and gender,d946a60847d3e1c3fab9867e7b5523cc2a840a1d,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
"Mathematics attainments for children aged 5 to 7 by ethnicity, area and gender",7683f0162bd0e8e980e38c7585cfdf3757dc7324,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Mathematics attainments for children aged 5 to 7 (key stage 1)
Science attainment for children aged 5 to 7 by ethnicity,124d608bedd3326cf092d918e559a7bc03ee764c,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Science attainments for children aged 5 to 7 (key stage 1)
Science attainment for children aged 5 to 7 by ethnicity,3d71f65d80c7da4ddec639187447d0487d42d9b0,18B,Yes,Yes,No,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),5 to 7 years old,Science attainments for children aged 5 to 7 (key stage 1)
Science attainment for children aged 5 to 7 by ethnicity and area,d7f4337aeda77b746374bbf5db0c18648d6c695a,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",5 to 7 years old,Science attainments for children aged 5 to 7 (key stage 1)
